Sample,2bRAD_sample_id,18s Code,Taxon,Total Length (mm),Inferred Age,Photo,genus,species,Gut contents?,Latitude,Longitude,Region,Current,Cruise,Station,Date,Time,Temp (oC),Fluoro (chl-a),Salinity (psu),Bottom depth (m),Tow depth (m),Tow Length (m),Net Area (m2),Tow Volume (m3),Zoop Biomass (ml),Zpl Density (ml/m3),Moon Phase %,risen or set
S281-039-TTS-T264,,,K. pelamis,3.4,0.044444444,T264,Katsuwonus,pelamis,No,-4.042,-174.67,,,S281,S281-039-TTS,2-Aug-18,1123,29.5,4.24,35.66,5004,44.1,1830.792,1,1830.792,44,0.024033315,81,set
S281-039-TTS-T265,,,K. pelamis,2.8,0,T265,Katsuwonus,pelamis,No,-4.042,-174.67,,,S281,S281-039-TTS,2-Aug-18,1123,29.5,4.24,35.66,5004,44.1,1830.792,1,1830.792,44,0.024033315,81,set
S281-041-NT-T034,281-G84,,K. pelamis,N/A,N/A,T034,Katsuwonus,pelamis,No,-4.783,-174.435,,,S281,S281-041-NT,5-Aug-18,2352,29.5,11.07,35.66,2294,0,2366,0.5,1183,20,0.016906171,42,set
S281-041-NT-T035,,,K. pelamis,3.9,1.155555556,T035,Katsuwonus,pelamis,No,-4.783,-174.435,,,S281,S281-041-NT,5-Aug-18,2352,29.5,11.07,35.66,2294,0,2366,0.5,1183,20,0.016906171,42,set
S281-041-TTD-T130,,,K. pelamis,3.2,0,T130,Katsuwonus,pelamis,Yes,-4.748,-174.442,,,S281,S281-041-TTD,5-Aug-18,2256,29.5,11.35,35.66,2294,130,2036.462,1,2036.462,90,0.044194294,42,set
S281-041-TTD-T131,281-G130,,K. pelamis,3.6,0.488888889,T131,Katsuwonus,pelamis,No,-4.748,-174.442,,,S281,S281-041-TTD,5-Aug-18,2256,29.5,11.35,35.66,2294,130,2036.462,1,2036.462,90,0.044194294,42,set
S281-041-TTD-T132,281-G131,GC_109,K. pelamis,4.6,2.711111111,T132,Katsuwonus,pelamis,Yes,-4.748,-174.442,,,S281,S281-041-TTD,5-Aug-18,2256,29.5,11.35,35.66,2294,130,2036.462,1,2036.462,90,0.044194294,42,set
S281-041-TTS-T109,281-G118,,Thunnus,5,5.108108108,T109,Thunnus,obesus,No,-4.72,-174.445,,,S281,S281-041-TTS,5-Aug-18,2215,29.5,11.44,35.66,2083,42.6,1958.312,1,1958.312,100,0.051064386,42,set
S281-041-TTS-T110,,,K. pelamis,3,0,T110,Katsuwonus,pelamis,No,-4.72,-174.445,,,S281,S281-041-TTS,5-Aug-18,2215,29.5,11.44,35.66,2083,42.6,1958.312,1,1958.312,100,0.051064386,42,set
S281-041-TTS-T111,281-G119,,K. pelamis,3.2,0,T111,Katsuwonus,pelamis,No,-4.72,-174.445,,,S281,S281-041-TTS,5-Aug-18,2215,29.5,11.44,35.66,2083,42.6,1958.312,1,1958.312,100,0.051064386,42,set
S281-041-TTS-T288,281-G238,,K. pelamis,3.9,1.155555556,T288,Katsuwonus,pelamis,No,-4.72,-174.445,,,S281,S281-041-TTS,5-Aug-18,2215,29.5,11.44,35.66,2083,42.6,1958.312,1,1958.312,100,0.051064386,42,set
S281-041-TTS-T289,281-G239,GC_138,Thunnus,5.1,5.378378378,T289,Thunnus,obesus,Yes,-4.72,-174.445,,,S281,S281-041-TTS,5-Aug-18,2215,29.5,11.44,35.66,2083,42.6,1958.312,1,1958.312,100,0.051064386,42,set
S281-042-NT-T080,,,K. pelamis,3.2,0,T080,Katsuwonus,pelamis,No,-5.198,-174.183,,,S281,S281-042-NT,6-Aug-18,1042,29.4,5.3,35.61,5266,0,2148,0.5,1074,6,0.005586592,31,risen
S281-042-TTS-T036,281-G85,,K. pelamis,4.6,2.711111111,T036,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T037,,,K. pelamis,5.1,3.822222222,T037,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T038,,,K. pelamis,3.9,1.155555556,T038,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T039,,,K. pelamis,4.3,2.044444444,T039,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T040,,,K. pelamis,4.2,1.822222222,T040,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T041,281-G86,,K. pelamis,4.6,2.711111111,T041,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T042,,,K. pelamis,4,1.377777778,T042,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T043,,,K. pelamis,4.3,2.044444444,T043,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T044,,,K. pelamis,4,1.377777778,T044,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T045,,,K. pelamis,4.3,2.044444444,T045,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T046,,,K. pelamis,3.9,1.155555556,T046,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T047,281-G87,,K. pelamis,4.9,3.377777778,T047,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T048,281-G88,,K. pelamis,4,1.377777778,T048,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T049,,,K. pelamis,3.9,1.155555556,T049,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T050,,,K. pelamis,3.6,0.488888889,T050,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T051,281-G89,,K. pelamis,4.7,2.933333333,T051,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T052,281-G90,,K. pelamis,5.2,4.044444444,T052,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T053,281-G91,,K. pelamis,5.9,5.6,T053,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T054,281-G92,,K. pelamis,4.7,2.933333333,T054,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T055,281-G93,,K. pelamis,5.5,4.711111111,T055,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T056,,,K. pelamis,4.1,1.6,T056,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T057,281-G94,,K. pelamis,5.1,3.822222222,T057,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T058,,,K. pelamis,3.4,0.044444444,T058,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T059,281-G95,,K. pelamis,4.7,2.933333333,T059,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T060,,,K. pelamis,4.4,2.266666667,T060,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T061,,,K. pelamis,3.9,1.155555556,T061,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T062,,,K. pelamis,4,1.377777778,T062,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T063,,,K. pelamis,3.8,0.933333333,T063,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T064,281-G96,,Thunnus,4.5,3.756756757,T064,Thunnus,obesus,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T065,,,K. pelamis,4.5,2.488888889,T065,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T066,281-G97,,K. pelamis,4.1,1.6,T066,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T067,,,K. pelamis,3.9,1.155555556,T067,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T068,,,K. pelamis,3.8,0.933333333,T068,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T069,281-G98,,K. pelamis,4.2,1.822222222,T069,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T070,,,K. pelamis,4.4,2.266666667,T070,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T071,,,K. pelamis,4.4,2.266666667,T071,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T072,,,K. pelamis,5.4,4.488888889,T072,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T073,,,K. pelamis,3.9,1.155555556,T073,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T074,,,K. pelamis,4,1.377777778,T074,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T075,,,K. pelamis,4.1,1.6,T075,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T076,,,K. pelamis,3.4,0.044444444,T076,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T077,,,K. pelamis,4,1.377777778,T077,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T078,,,K. pelamis,3.9,1.155555556,T078,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T079,281-G99,,K. pelamis,4.7,2.933333333,T079,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T209,281-G187,,K. pelamis,4.4,2.266666667,T209,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T210,281-G188,GC_120,K. pelamis,7.6,9.377777778,T210,Katsuwonus,pelamis,Yes,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T212,281-G189,,K. pelamis,6.4,6.711111111,T212,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T213,281-G190,,K. pelamis,4.2,1.822222222,T213,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T214,281-G191,GC_121,K. pelamis,5.9,5.6,T214,Katsuwonus,pelamis,Yes,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T215,,,K. pelamis,3.9,1.155555556,T215,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T216,281-G192,,K. pelamis,4.8,3.155555556,T216,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T217,281-G193,GC_122,K. pelamis,4.9,3.377777778,T217,Katsuwonus,pelamis,Yes,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T218,281-G194,GC_123,K. pelamis,5,3.6,T218,Katsuwonus,pelamis,Yes,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T219,281-G195,GC_124,K. pelamis,5.9,5.6,T219,Katsuwonus,pelamis,Yes,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T220,281-G196,GC_125,K. pelamis,5.9,5.6,T220,Katsuwonus,pelamis,Yes,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T221,281-G197,,K. pelamis,4.9,3.377777778,T221,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T222,,,K. pelamis,3.5,0.266666667,T222,Katsuwonus,pelamis,Yes,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T223,281-G198,,K. pelamis,5.3,4.266666667,T223,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T224,,,K. pelamis,N/A,N/A,T224,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T225,281-G199,,K. pelamis,3.5,0.266666667,T225,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T226,281-G200,,K. pelamis,4.2,1.822222222,T226,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T227,,,Thunnus,2.9,0,T227,Thunnus,,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T228,281-G201,,Thunnus,4.3,3.216216216,T228,Thunnus,,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T229,281-G202,,K. pelamis,3.7,0.711111111,T229,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T230,281-G203,,K. pelamis,4.9,3.377777778,T230,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T231,281-G204,,K. pelamis,4.2,1.822222222,T231,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T232,281-G205,,K. pelamis,4.2,1.822222222,T232,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T233,281-G206,GC_126,K. pelamis,5.1,3.822222222,T233,Katsuwonus,pelamis,Yes,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T234,281-G207,,Thunnus,3.9,2.135135135,T234,Thunnus,,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T235,,,K. pelamis,3.7,0.711111111,T235,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T236,281-G208,,K. pelamis,3.9,1.155555556,T236,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T237,281-G209,,K. pelamis,4.4,2.266666667,T237,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T238,281-G210,,K. pelamis,4.5,2.488888889,T238,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T239,281-G211,,K. pelamis,4.2,1.822222222,T239,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T240,281-G212,,K. pelamis,4.8,3.155555556,T240,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T241,281-G213,,K. pelamis,3.5,0.266666667,T241,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T242,281-G214,,K. pelamis,3.1,0,T242,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T243,281-G215,,K. pelamis,4.2,1.822222222,T243,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T244,281-G216,,Thunnus,4.4,3.486486486,T244,Thunnus,,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T245,281-G217,GC_127,K. pelamis,5.1,3.822222222,T245,Katsuwonus,pelamis,Yes,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T246,281-G218,,K. pelamis,3.7,0.711111111,T246,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T247,281-G219,GC_128,K. pelamis,4.7,2.933333333,T247,Katsuwonus,pelamis,Yes,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T248,281-G220,,K. pelamis,4.5,2.488888889,T248,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T249,281-G221,,K. pelamis,4.2,1.822222222,T249,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T250,281-G222,GC_129,K. pelamis,5.2,4.044444444,T250,Katsuwonus,pelamis,Yes,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T251,281-G223,,K. pelamis,4.4,2.266666667,T251,Katsuwonus,pelamis,No,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-042-TTS-T252,P5,GC_130,K. pelamis,6.6,7.155555556,T252,Katsuwonus,pelamis,Yes,-5.225,-174.172,,,S281,S281-042-TTS,6-Aug-18,1126,29.5,4.35,35.61,5266,36,1805.748,1,1805.748,65,0.035996163,31,risen
S281-043-TTD-T081,281-G100,,K. pelamis,3.6,0.488888889,T081,Katsuwonus,pelamis,No,-5.632,-173.882,,,S281,S281-043-TTD,6-Aug-18,2245,29.4,10.51,35.6,2523,154,1500.967,1,1500.967,55,0.036643044,31,set
S281-043-TTD-T082,,,K. pelamis,3.3,0,T082,Katsuwonus,pelamis,No,-5.632,-173.882,,,S281,S281-043-TTD,6-Aug-18,2245,29.4,10.51,35.6,2523,154,1500.967,1,1500.967,55,0.036643044,31,set
S281-043-TTD-T083,281-G101,,K. pelamis,4,1.377777778,T083,Katsuwonus,pelamis,No,-5.632,-173.882,,,S281,S281-043-TTD,6-Aug-18,2245,29.4,10.51,35.6,2523,154,1500.967,1,1500.967,55,0.036643044,31,set
S281-043-TTD-T084,,,K. pelamis,3.1,0,T084,Katsuwonus,pelamis,No,-5.632,-173.882,,,S281,S281-043-TTD,6-Aug-18,2245,29.4,10.51,35.6,2523,154,1500.967,1,1500.967,55,0.036643044,31,set
S281-043-TTD-T085,281-G102,,K. pelamis,3.3,0,T085,Katsuwonus,pelamis,No,-5.632,-173.882,,,S281,S281-043-TTD,6-Aug-18,2245,29.4,10.51,35.6,2523,154,1500.967,1,1500.967,55,0.036643044,31,set
S281-043-TTD-T086,281-G103,,K. pelamis,3.8,0.933333333,T086,Katsuwonus,pelamis,No,-5.632,-173.882,,,S281,S281-043-TTD,6-Aug-18,2245,29.4,10.51,35.6,2523,154,1500.967,1,1500.967,55,0.036643044,31,set
S281-043-TTD-T087,281-G104,GC_105,K. pelamis,4,1.377777778,T087,Katsuwonus,pelamis,Yes,-5.632,-173.882,,,S281,S281-043-TTD,6-Aug-18,2245,29.4,10.51,35.6,2523,154,1500.967,1,1500.967,55,0.036643044,31,set
